timestamp,customer_id,genre,age,annual_income,spending_score,type,model,screen_size,quantity,unit_price
2021-02-28 21:23:56,97,Female,47,60,47,laptop,ay9,12.0,2,546
2021-07-20 04:25:26,38,Female,30,34,73,television,dj1,55.0,2,2432
2021-12-10 00:16:55,39,Female,36,37,26,laptop,k12,14.0,3,215
2021-11-02 03:37:59,143,Female,28,76,40,smart phone,c12,6.0,3,4418
2021-07-15 08:40:55,64,Female,54,47,59,laptop,k12,17.0,1,1088
2021-07-04 06:58:32,40,Female,20,37,75,laptop,k12,14.0,3,738
2021-12-18 17:56:33,116,Female,19,65,50,smart phone,bn20,6.0,2,546
2021-04-16 09:05:58,149,Female,34,78,22,laptop,zeta,14.0,5,4801
2021-06-27 02:00:17,154,Female,38,78,76,laptop,jl3,17.0,3,4338
2021-12-11 05:45:13,36,Female,21,33,81,laptop,kz,14.0,4,727
2021-01-26 13:14:09,41,Female,65,38,35,laptop,ay9,14.0,4,410
2021-12-31 22:01:23,94,Female,40,60,40,laptop,c6,14.0,4,88
2021-06-21 18:32:07,152,Male,39,78,88,laptop,c6,12.0,4,3627
2021-03-03 19:33:25,10,Female,30,19,72,laptop,zeta,14.0,2,1678
2021-06-08 19:14:21,55,Female,50,43,45,laptop,j3,15.0,3,741
2021-10-29 18:00:45,156,Female,27,78,89,laptop,qw2,15.0,5,1335
2021-06-25 16:47:25,9,Male,64,19,3,laptop,jl3,15.0,4,3300
2021-07-21 06:26:05,8,Female,23,18,94,laptop,jl3,12.0,4,994
2021-03-12 05:00:23,130,Male,38,71,75,laptop,jl3,14.0,4,4728
2021-04-16 18:21:11,189,Female,41,103,17,laptop,c6,14.0,5,3278
2021-03-01 02:28:24,66,Male,18,48,59,laptop,jl3,12.0,2,314
2021-01-17 05:55:52,44,Female,31,39,61,laptop,jl3,15.0,1,1047
2021-05-08 18:51:17,126,Female,31,70,77,laptop,ki2,15.0,5,3817
2021-07-17 10:55:32,188,Male,28,101,68,laptop,c6,14.0,2,1536
2021-11-06 20:11:36,37,Female,42,34,17,laptop,c6,17.0,4,3797
2021-02-26 12:21:08,43,Male,48,39,36,laptop,ki2,15.0,3,3807
2021-04-03 12:59:10,39,Female,36,37,26,laptop,ay9,17.0,5,3349
2021-06-28 08:11:40,178,Male,27,88,69,laptop,ki2,14.0,1,3797
2021-11-03 20:22:36,24,Male,31,25,73,laptop,qw2,15.0,1,398
2021-10-12 02:12:34,114,Male,19,64,46,laptop,k12,17.0,5,2095
2021-12-25 09:47:38,1,Male,19,15,39,laptop,c6,15.0,1,1544
2021-09-01 13:58:08,66,Male,18,48,59,television,ss2,32.0,4,3343
2021-08-07 17:47:44,158,Female,30,78,78,laptop,kz,17.0,2,2369
2021-11-13 03:54:09,135,Male,20,73,5,laptop,ay9,15.0,1,2430
2021-09-12 09:18:39,59,Female,27,46,51,smart phone,c3,6.5,2,4561
2021-09-17 15:44:42,34,Male,18,33,92,laptop,ay9,17.0,4,808
2021-10-06 00:59:28,159,Male,34,78,1,laptop,ki2,17.0,2,3861
2021-02-25 04:26:06,198,Male,32,126,74,laptop,c6,17.0,1,4432
2021-06-03 04:34:05,161,Female,56,79,35,laptop,j3,14.0,2,4712
2021-04-13 13:21:42,11,Male,67,19,14,laptop,ki2,15.0,1,3797
2021-03-13 02:03:38,97,Female,47,60,47,laptop,ki2,15.0,3,4621
2021-09-02 20:47:43,37,Female,42,34,17,laptop,ay9,17.0,3,3386
2021-06-29 02:53:40,68,Female,68,48,48,laptop,c6,17.0,5,4963
2021-06-11 22:59:30,117,Female,63,65,43,laptop,ay9,17.0,5,2576
2021-07-14 04:44:46,16,Male,22,20,79,laptop,qw2,17.0,4,1250
2021-06-17 17:59:17,78,Male,40,54,48,laptop,ay9,17.0,5,3401
2021-01-09 22:27:19,1,Male,19,15,39,laptop,jl3,14.0,3,325
2021-07-20 04:31:08,23,Female,46,25,5,laptop,ay9,17.0,5,558
2021-07-09 02:42:07,168,Female,33,86,95,laptop,k12,17.0,3,3101
2021-12-03 03:26:29,25,Female,54,28,14,laptop,ki2,17.0,2,434
2021-02-24 11:41:14,55,Female,50,43,45,laptop,j3,17.0,5,4661
2021-04-21 21:56:48,50,Female,31,40,42,laptop,ay9,17.0,1,1256
2021-11-25 10:42:17,21,Male,35,24,35,laptop,c6,15.0,5,3868
2021-02-21 16:10:44,47,Female,50,40,55,smart phone,platina,6.5,1,4885
2021-12-13 12:27:20,3,Female,20,16,6,laptop,ki2,17.0,1,3200
2021-09-05 06:19:15,144,Female,32,76,87,laptop,jl3,17.0,3,3770
2021-06-29 23:43:55,11,Male,67,19,14,laptop,qw2,17.0,2,4409
2021-08-20 23:19:12,198,Male,32,126,74,smart phone,bn20,6.0,5,2601
2021-02-07 20:53:12,20,Female,35,23,98,television,boom,32.0,5,3946
2021-10-10 11:27:22,162,Female,29,79,83,laptop,j3,17.0,4,1424
2021-06-17 05:17:27,1,Male,19,15,39,laptop,kz,12.0,3,3278
2021-04-13 00:53:33,79,Female,23,54,52,laptop,zeta,14.0,4,3401
2021-10-07 20:20:47,148,Female,32,77,74,laptop,c6,14.0,2,4825
2021-02-12 20:37:18,3,Female,20,16,6,laptop,k12,15.0,5,1002
2021-10-11 14:11:50,173,Male,36,87,10,laptop,c6,14.0,2,3945
2021-11-16 09:27:52,46,Female,24,39,65,laptop,ki2,15.0,1,4177
2021-06-15 16:42:22,177,Male,58,88,15,laptop,ki2,12.0,3,4028
2021-07-28 21:09:02,38,Female,30,34,73,laptop,ay9,12.0,1,438
2021-04-12 23:01:02,90,Female,50,58,46,laptop,k12,15.0,2,58
2021-05-21 17:03:12,152,Male,39,78,88,laptop,c6,17.0,1,1951
2021-06-01 07:12:59,78,Male,40,54,48,laptop,zeta,15.0,1,738
2021-09-30 08:15:32,61,Male,70,46,56,laptop,kz,15.0,4,4756
2021-12-04 06:50:04,120,Female,50,67,57,laptop,ay9,15.0,1,2730
2021-04-03 20:24:37,198,Male,32,126,74,laptop,qw2,12.0,2,2705
2021-07-30 04:39:00,124,Male,39,69,91,laptop,kz,17.0,2,1328
2021-10-20 07:14:58,144,Female,32,76,87,laptop,zeta,14.0,2,690
2021-11-01 11:04:45,72,Female,47,49,42,laptop,ay9,17.0,4,3791
2021-01-31 03:40:03,172,Male,28,87,75,laptop,zeta,15.0,5,350
2021-09-27 19:40:12,124,Male,39,69,91,smart phone,pk2,6.0,3,3913
2021-11-19 12:35:41,159,Male,34,78,1,laptop,ki2,15.0,4,4430
2021-04-15 15:29:56,55,Female,50,43,45,laptop,ay9,17.0,4,3065
2021-04-04 17:00:27,35,Female,49,33,14,smart phone,platina,6.5,3,2446
2021-12-17 16:54:32,3,Female,20,16,6,smart phone,platina,6.0,5,1795
2021-07-21 16:39:48,162,Female,29,79,83,smart phone,cz,5.5,5,3993
2021-07-30 19:23:20,91,Female,68,59,55,smart phone,c3,6.5,2,3338
2021-03-14 01:58:00,33,Male,53,33,4,laptop,jl3,15.0,3,905
2021-12-07 10:26:32,69,Male,19,48,59,television,jk23,55.0,3,2007
2021-07-07 16:55:53,98,Female,27,60,50,laptop,zeta,12.0,2,3612
2021-02-22 00:00:03,104,Male,26,62,55,laptop,kz,12.0,4,719
2021-08-31 18:34:46,154,Female,38,78,76,laptop,ay9,12.0,1,1889
2021-01-17 01:09:14,36,Female,21,33,81,laptop,j3,12.0,3,4921
2021-02-16 04:42:26,157,Male,37,78,1,laptop,j3,17.0,1,4711
2021-06-19 18:59:42,23,Female,46,25,5,laptop,ay9,14.0,4,4168
2021-11-18 10:16:55,144,Female,32,76,87,laptop,jl3,12.0,5,897
2021-10-24 06:29:49,91,Female,68,59,55,laptop,qw2,12.0,2,1136
2021-06-10 09:45:06,115,Female,18,65,48,laptop,kz,12.0,5,3396
2021-07-08 20:55:23,164,Female,31,81,93,laptop,ay9,12.0,4,657
2021-11-04 07:39:15,89,Female,34,58,60,laptop,j3,12.0,2,2072
2021-11-28 07:22:50,36,Female,21,33,81,laptop,qw2,12.0,1,4797
2021-04-15 13:15:45,182,Female,32,97,86,laptop,kz,14.0,3,4722
2021-01-21 09:17:11,183,Male,46,98,15,laptop,j3,17.0,4,4407
2021-06-05 19:24:14,190,Female,36,103,85,laptop,k12,15.0,2,1143
2021-05-11 00:46:48,93,Male,48,60,49,laptop,qw2,17.0,2,212
2021-03-25 23:22:13,125,Female,23,70,29,laptop,ki2,14.0,1,3036
2021-05-13 18:09:31,93,Male,48,60,49,laptop,zeta,15.0,5,748
2021-03-04 06:52:49,150,Male,34,78,90,laptop,zeta,15.0,2,358
2021-11-07 06:15:46,17,Female,35,21,35,laptop,c6,15.0,1,3973
2021-12-27 14:56:51,40,Female,20,37,75,laptop,ay9,14.0,1,321
2021-01-24 17:43:15,25,Female,54,28,14,laptop,ki2,17.0,2,1040
2021-01-13 23:44:00,128,Male,40,71,95,television,k20,48.0,3,3546
2021-06-14 20:09:43,56,Male,47,43,41,smart phone,platina,6.0,3,2237
2021-08-10 20:25:16,152,Male,39,78,88,laptop,ay9,15.0,2,2309
2021-08-02 04:31:27,121,Male,27,67,56,laptop,jl3,15.0,3,451
2021-07-18 00:41:00,90,Female,50,58,46,laptop,jl3,14.0,5,2691
2021-02-25 01:54:15,133,Female,25,72,34,laptop,kz,15.0,1,328
2021-06-26 07:23:20,188,Male,28,101,68,laptop,kz,17.0,4,3953
2021-04-08 09:12:35,20,Female,35,23,98,laptop,ki2,14.0,1,4884
2021-11-22 20:33:17,78,Male,40,54,48,laptop,k12,15.0,3,3957
2021-04-30 05:28:53,3,Female,20,16,6,laptop,jl3,17.0,4,635
2021-07-02 18:19:14,98,Female,27,60,50,laptop,jl3,14.0,4,3273
2021-03-12 05:21:45,29,Female,40,29,31,laptop,j3,17.0,3,4398
2021-12-07 04:06:50,142,Male,32,75,93,laptop,k12,14.0,1,594
2021-08-27 03:49:34,6,Female,22,17,76,laptop,ay9,12.0,3,1876
2021-10-10 15:52:12,24,Male,31,25,73,laptop,kz,17.0,4,1008
2021-03-18 11:16:51,123,Female,40,69,58,laptop,j3,17.0,4,1073
2021-06-08 21:47:04,67,Female,43,48,50,smart phone,platina,6.0,3,2334
2021-02-27 11:18:26,127,Male,43,71,35,smart phone,bn20,5.5,4,3946
2021-06-29 04:53:49,123,Female,40,69,58,laptop,c6,14.0,3,326
2021-08-20 00:43:28,49,Female,29,40,42,smart phone,platina,5.5,2,1048
2021-03-03 06:55:50,129,Male,59,71,11,laptop,c6,14.0,3,80
2021-01-12 14:23:29,144,Female,32,76,87,laptop,ay9,12.0,1,680
2021-10-07 17:54:24,36,Female,21,33,81,laptop,ay9,15.0,4,2443
2021-05-23 09:45:15,81,Male,57,54,51,laptop,kz,15.0,5,4216
2021-11-19 02:39:35,118,Female,49,65,59,laptop,j3,15.0,5,4544
2021-02-05 06:51:49,154,Female,38,78,76,laptop,ay9,17.0,1,4660
2021-11-25 21:28:56,176,Female,30,88,86,laptop,ay9,15.0,5,3537
2021-08-14 21:47:06,191,Female,34,103,23,laptop,k12,14.0,3,3101
2021-11-19 19:41:49,39,Female,36,37,26,laptop,c6,15.0,3,786
2021-12-18 06:45:24,72,Female,47,49,42,laptop,qw2,17.0,4,4781
2021-07-24 18:55:44,63,Female,67,47,52,laptop,c6,12.0,1,3770
2021-05-20 10:52:16,103,Male,67,62,59,laptop,k12,12.0,2,3697
2021-07-06 06:09:49,155,Female,47,78,16,laptop,k12,12.0,1,2075
2021-10-21 13:52:04,67,Female,43,48,50,laptop,k12,15.0,3,1313
2021-05-20 00:37:10,105,Male,49,62,56,laptop,qw2,15.0,1,700
2021-03-17 20:55:33,26,Male,29,28,82,smart phone,bn20,6.0,2,3143
2021-12-25 11:25:01,145,Male,25,77,12,laptop,kz,15.0,4,2428
2021-07-22 00:10:58,44,Female,31,39,61,laptop,c6,14.0,3,147
2021-11-12 20:52:08,44,Female,31,39,61,smart phone,bn20,6.5,2,2279
2021-12-16 07:45:09,8,Female,23,18,94,laptop,ki2,12.0,4,2863
2021-08-29 18:53:24,31,Male,60,30,4,laptop,zeta,17.0,3,1619
2021-07-13 20:08:52,156,Female,27,78,89,laptop,c6,15.0,2,4512
2021-10-15 01:30:47,192,Female,32,103,69,laptop,jl3,14.0,2,1223
2021-07-14 05:16:03,46,Female,24,39,65,laptop,k12,17.0,3,1921
2021-06-20 11:25:02,120,Female,50,67,57,laptop,qw2,14.0,4,4701
2021-05-30 22:49:49,47,Female,50,40,55,smart phone,k9,6.5,4,2740
2021-01-22 21:53:27,130,Male,38,71,75,laptop,ay9,14.0,4,1321
2021-10-22 22:49:41,33,Male,53,33,4,laptop,qw2,15.0,5,4340
2021-12-26 16:21:24,34,Male,18,33,92,laptop,zeta,14.0,4,936
2021-07-03 02:52:59,143,Female,28,76,40,laptop,jl3,15.0,3,4682
2021-06-11 13:31:04,184,Female,29,98,88,laptop,kz,14.0,4,2505
2021-11-23 00:33:52,58,Male,69,44,46,laptop,zeta,12.0,1,4407
2021-11-19 12:37:55,56,Male,47,43,41,laptop,zeta,14.0,4,143
2021-08-17 23:29:31,77,Female,45,54,53,laptop,kz,14.0,5,2365
2021-07-01 04:44:41,2,Male,21,15,81,laptop,j3,14.0,3,3674
2021-01-29 09:07:18,124,Male,39,69,91,laptop,ay9,14.0,3,1527
2021-04-07 21:25:49,54,Male,59,43,60,laptop,qw2,17.0,2,3189
2021-05-08 09:04:11,47,Female,50,40,55,laptop,c6,17.0,1,3089
2021-10-22 16:02:06,55,Female,50,43,45,smart phone,xm23,6.0,5,4278
2021-08-07 02:46:51,27,Female,45,28,32,laptop,ay9,15.0,4,3234
2021-05-18 12:10:08,26,Male,29,28,82,laptop,c6,12.0,3,805
2021-12-05 22:27:30,158,Female,30,78,78,laptop,zeta,12.0,1,2493
2021-02-18 03:55:48,104,Male,26,62,55,laptop,ay9,12.0,3,2317
2021-09-22 03:20:40,155,Female,47,78,16,laptop,kz,14.0,1,1717
2021-05-08 09:55:31,101,Female,23,62,41,laptop,c6,12.0,2,2596
2021-04-05 23:41:53,105,Male,49,62,56,laptop,jl3,14.0,4,3537
2021-11-10 04:15:19,173,Male,36,87,10,laptop,ki2,17.0,4,264
2021-01-21 13:29:50,140,Female,35,74,72,laptop,ki2,15.0,4,2732
2021-05-08 14:42:44,49,Female,29,40,42,laptop,jl3,14.0,4,4200
2021-08-24 15:13:56,53,Female,31,43,54,laptop,ki2,17.0,2,197
2021-12-11 05:08:52,191,Female,34,103,23,laptop,ay9,12.0,5,4259
2021-09-29 14:41:24,32,Female,21,30,73,laptop,ki2,14.0,4,3825
2021-02-03 11:34:42,5,Female,31,17,40,laptop,ay9,12.0,2,4177
2021-05-10 02:25:47,47,Female,50,40,55,laptop,kz,14.0,5,1888
2021-03-27 18:51:14,42,Male,24,38,92,laptop,kz,14.0,1,2997
2021-09-21 18:28:12,96,Male,24,60,52,laptop,kz,15.0,4,2731
2021-02-14 12:46:30,140,Female,35,74,72,laptop,zeta,15.0,3,1350
2021-03-31 06:19:10,184,Female,29,98,88,laptop,zeta,15.0,2,2037
2021-07-18 01:14:08,113,Female,38,64,42,laptop,k12,12.0,2,4263
2021-10-12 22:51:12,25,Female,54,28,14,laptop,k12,15.0,1,140
2021-11-01 10:10:32,95,Female,32,60,42,laptop,ki2,17.0,3,716
2021-04-11 14:15:58,148,Female,32,77,74,smart phone,platina,6.0,5,3459
2021-01-11 00:29:22,85,Female,21,54,57,laptop,ki2,12.0,2,2051
2021-02-15 16:10:25,32,Female,21,30,73,laptop,jl3,14.0,5,3964
2021-03-25 06:29:42,36,Female,21,33,81,laptop,ay9,15.0,2,3990
2021-10-09 11:04:20,34,Male,18,33,92,laptop,jl3,12.0,5,3326
2021-12-03 22:20:41,17,Female,35,21,35,laptop,jl3,15.0,3,1510
2021-12-25 23:06:56,53,Female,31,43,54,laptop,j3,12.0,3,1344
2021-05-22 03:00:46,2,Male,21,15,81,laptop,kz,17.0,5,1530
2021-09-23 11:49:09,22,Male,25,24,73,laptop,kz,15.0,5,1665
2021-09-29 04:20:16,16,Male,22,20,79,smart phone,cz,6.5,5,3589
2021-06-21 06:09:21,194,Female,38,113,91,laptop,ki2,14.0,1,449
2021-11-26 10:44:39,92,Male,18,59,41,laptop,k12,14.0,1,3770
2021-04-23 01:29:05,115,Female,18,65,48,television,ss2,24.0,3,351
2021-05-16 23:06:46,19,Male,52,23,29,laptop,jl3,14.0,5,107
2021-10-15 05:32:01,117,Female,63,65,43,laptop,ay9,12.0,5,1626
2021-10-20 08:22:29,14,Female,24,20,77,laptop,c6,15.0,4,3401
2021-01-27 11:20:45,161,Female,56,79,35,laptop,ki2,12.0,5,2768
2021-07-24 13:09:02,62,Male,19,46,55,laptop,kz,15.0,1,1332
2021-06-08 00:22:45,36,Female,21,33,81,laptop,k12,15.0,2,3037
2021-06-24 09:17:44,123,Female,40,69,58,laptop,j3,15.0,3,2451
2021-02-26 02:07:11,24,Male,31,25,73,laptop,c6,14.0,1,2189
2021-12-06 20:42:13,186,Male,30,99,97,laptop,ki2,15.0,4,1123
2021-11-21 11:46:30,65,Male,63,48,51,laptop,k12,17.0,2,3071
2021-08-03 02:54:00,148,Female,32,77,74,laptop,jl3,12.0,3,4688
2021-08-28 16:10:48,162,Female,29,79,83,laptop,ki2,14.0,4,4820
2021-01-21 11:21:28,1,Male,19,15,39,laptop,ki2,12.0,3,3391
2021-05-17 06:57:40,25,Female,54,28,14,laptop,c6,15.0,1,2448
2021-06-08 18:49:56,147,Male,48,77,36,laptop,j3,17.0,3,2799
2021-02-02 23:41:55,69,Male,19,48,59,laptop,c6,14.0,1,4530
2021-08-21 10:40:44,197,Female,45,126,28,laptop,ay9,14.0,3,4533
2021-09-18 20:52:39,68,Female,68,48,48,laptop,zeta,14.0,2,3278
2021-04-12 01:50:49,10,Female,30,19,72,laptop,zeta,14.0,5,3519
2021-09-24 15:27:55,22,Male,25,24,73,laptop,zeta,17.0,2,2873
2021-08-25 07:06:04,194,Female,38,113,91,laptop,jl3,15.0,4,938
2021-11-09 02:34:02,123,Female,40,69,58,laptop,zeta,12.0,2,4544
2021-01-23 05:50:16,139,Male,19,74,10,smart phone,cz,6.0,2,4075
2021-08-10 06:05:00,95,Female,32,60,42,laptop,k12,17.0,1,353
2021-05-10 12:34:26,24,Male,31,25,73,laptop,ki2,15.0,1,4224
2021-12-29 05:12:35,154,Female,38,78,76,laptop,zeta,12.0,2,4446
2021-07-17 10:08:47,28,Male,35,28,61,laptop,jl3,12.0,4,4009
2021-12-09 08:04:59,92,Male,18,59,41,television,dj1,55.0,2,2328
2021-08-02 03:29:16,5,Female,31,17,40,laptop,ki2,12.0,4,2242
2021-08-24 01:43:24,65,Male,63,48,51,laptop,zeta,17.0,2,1186
2021-04-02 06:41:44,112,Female,19,63,54,laptop,kz,15.0,5,2684
2021-02-16 08:51:45,5,Female,31,17,40,laptop,ay9,17.0,1,3570
2021-11-10 22:19:55,116,Female,19,65,50,laptop,qw2,15.0,2,465
2021-12-27 15:50:38,110,Male,66,63,48,laptop,qw2,14.0,5,4987
2021-12-28 19:14:50,195,Female,47,120,16,television,dj1,24.0,1,3174
2021-01-27 17:26:38,42,Male,24,38,92,laptop,zeta,17.0,5,4781
2021-08-31 03:56:16,73,Female,60,50,49,laptop,j3,14.0,2,1517
2021-09-18 23:21:53,54,Male,59,43,60,laptop,jl3,14.0,4,58
2021-06-07 12:08:06,32,Female,21,30,73,laptop,kz,14.0,1,3507
2021-10-08 03:34:09,10,Female,30,19,72,laptop,qw2,15.0,3,3181
2021-04-16 21:38:50,154,Female,38,78,76,laptop,j3,15.0,1,3045
2021-08-28 17:54:18,196,Female,35,120,79,laptop,ki2,17.0,5,4871
2021-11-25 01:36:49,176,Female,30,88,86,laptop,qw2,17.0,3,3749
2021-06-18 15:35:25,192,Female,32,103,69,laptop,ki2,12.0,4,534
2021-10-08 10:14:25,122,Female,38,67,40,smart phone,xm23,6.0,2,1010
2021-08-22 04:54:57,125,Female,23,70,29,laptop,ki2,12.0,4,709
2021-11-25 20:39:59,26,Male,29,28,82,smart phone,bn20,6.0,3,3282
2021-03-23 21:24:58,159,Male,34,78,1,laptop,j3,12.0,1,2250
2021-01-08 05:16:43,70,Female,32,48,47,laptop,qw2,17.0,1,2428
2021-12-18 17:14:35,189,Female,41,103,17,laptop,zeta,17.0,1,1585
2021-08-07 18:20:28,70,Female,32,48,47,laptop,k12,15.0,4,858
2021-01-26 16:47:31,68,Female,68,48,48,laptop,kz,15.0,3,3238
2021-02-04 10:21:38,157,Male,37,78,1,laptop,j3,15.0,4,4189
2021-01-13 14:42:16,43,Male,48,39,36,laptop,qw2,17.0,2,2125
2021-01-11 05:31:13,91,Female,68,59,55,television,dj1,24.0,1,2254
2021-04-02 23:57:20,74,Female,60,50,56,laptop,j3,17.0,3,4298
2021-04-10 08:32:56,33,Male,53,33,4,laptop,qw2,15.0,1,2445
2021-08-30 08:46:11,121,Male,27,67,56,laptop,zeta,12.0,5,787
2021-02-13 10:59:54,160,Female,30,78,73,smart phone,k9,5.5,3,4729
2021-09-06 22:33:09,86,Male,48,54,46,laptop,qw2,14.0,2,1794
2021-01-20 04:48:37,104,Male,26,62,55,laptop,c6,14.0,2,4771
2021-12-19 01:25:04,84,Female,46,54,44,laptop,kz,12.0,1,546
2021-03-27 19:51:38,164,Female,31,81,93,laptop,jl3,17.0,4,922
2021-08-21 00:16:32,23,Female,46,25,5,laptop,qw2,14.0,3,2474
2021-02-27 08:54:30,94,Female,40,60,40,laptop,zeta,15.0,2,202
2021-12-31 11:18:30,13,Female,58,20,15,laptop,kz,17.0,4,4973
2021-09-06 03:41:41,132,Male,39,71,75,laptop,ki2,14.0,1,4820
2021-10-07 21:06:26,143,Female,28,76,40,laptop,j3,14.0,2,1429
2021-07-17 20:31:55,116,Female,19,65,50,laptop,k12,14.0,4,1882
2021-02-09 01:59:40,14,Female,24,20,77,television,k20,32.0,2,1760
2021-10-08 06:01:52,86,Male,48,54,46,laptop,kz,15.0,3,4383
2021-12-13 19:48:55,51,Female,49,42,52,laptop,ay9,14.0,3,655
2021-05-24 13:14:11,75,Male,59,54,47,laptop,j3,14.0,5,4182
2021-06-11 20:01:32,176,Female,30,88,86,laptop,k12,14.0,2,4079
2021-07-01 09:19:48,38,Female,30,34,73,laptop,ki2,17.0,1,2759
2021-06-28 05:27:44,51,Female,49,42,52,laptop,kz,15.0,4,1062
2021-09-20 06:05:29,122,Female,38,67,40,laptop,zeta,17.0,5,4182
2021-02-09 20:04:45,24,Male,31,25,73,laptop,j3,17.0,1,3311
2021-04-28 21:21:43,59,Female,27,46,51,laptop,k12,14.0,5,3210
2021-06-03 05:14:48,29,Female,40,29,31,laptop,jl3,15.0,5,1276
2021-05-24 01:34:43,10,Female,30,19,72,laptop,ay9,15.0,3,2864
2021-08-06 18:29:24,200,Male,30,137,83,laptop,ay9,15.0,5,1336
2021-08-09 11:47:45,70,Female,32,48,47,laptop,ay9,15.0,1,1629
2021-11-25 04:33:11,169,Female,36,87,27,laptop,ay9,12.0,5,321
2021-10-07 00:05:52,66,Male,18,48,59,laptop,jl3,15.0,1,2571
2021-11-07 19:46:59,53,Female,31,43,54,laptop,k12,17.0,5,584
2021-01-23 02:34:04,181,Female,37,97,32,laptop,k12,12.0,1,3158
2021-07-17 06:08:14,70,Female,32,48,47,laptop,kz,17.0,5,1243
2021-02-15 02:23:56,136,Female,29,73,88,laptop,c6,17.0,1,88
2021-07-15 16:49:57,160,Female,30,78,73,laptop,jl3,15.0,2,4649
2021-07-29 04:40:14,190,Female,36,103,85,laptop,zeta,14.0,4,460
2021-04-16 02:38:11,58,Male,69,44,46,laptop,k12,14.0,2,2730
2021-11-29 14:02:25,89,Female,34,58,60,laptop,k12,17.0,5,1235
2021-01-20 00:21:43,152,Male,39,78,88,laptop,k12,12.0,3,3649
2021-01-05 17:43:53,84,Female,46,54,44,laptop,k12,15.0,3,3828
2021-08-31 13:31:49,93,Male,48,60,49,laptop,j3,17.0,4,759
2021-06-10 22:35:34,160,Female,30,78,73,laptop,c6,12.0,4,3335
2021-10-17 01:34:46,100,Male,20,61,49,smart phone,c3,6.5,3,4974
2021-08-26 00:08:13,174,Male,36,87,92,laptop,zeta,14.0,5,1569
2021-06-04 04:08:44,119,Female,51,67,43,laptop,j3,12.0,5,1489
2021-10-18 15:43:43,49,Female,29,40,42,laptop,zeta,15.0,5,2072
2021-02-22 23:26:42,164,Female,31,81,93,laptop,k12,12.0,4,4458
2021-07-27 21:14:21,109,Male,68,63,43,laptop,j3,12.0,2,3349
2021-12-21 16:47:32,122,Female,38,67,40,laptop,c6,17.0,4,4909
2021-06-18 11:42:51,17,Female,35,21,35,laptop,k12,14.0,5,4273
2021-04-13 19:35:18,175,Female,52,88,13,laptop,ay9,15.0,5,2328
2021-04-24 03:53:13,17,Female,35,21,35,laptop,ki2,12.0,3,2448
2021-08-27 12:40:33,17,Female,35,21,35,laptop,ay9,15.0,3,1646
2021-05-28 05:19:51,190,Female,36,103,85,laptop,k12,17.0,3,213
2021-04-08 07:26:21,8,Female,23,18,94,laptop,kz,15.0,5,2799
2021-07-30 19:01:39,170,Male,32,87,63,laptop,jl3,15.0,5,2317
2021-12-28 23:49:20,26,Male,29,28,82,laptop,ay9,15.0,2,2718
2021-09-04 16:39:46,58,Male,69,44,46,laptop,jl3,17.0,1,3102
2021-10-06 04:41:54,185,Female,41,99,39,television,boom,48.0,3,667
2021-11-01 19:30:48,171,Male,40,87,13,television,ss2,40.0,4,2056
2021-07-10 03:56:05,167,Male,42,86,20,laptop,zeta,14.0,1,868
2021-01-14 16:51:25,122,Female,38,67,40,laptop,jl3,17.0,1,4259
2021-02-25 16:15:43,112,Female,19,63,54,laptop,kz,15.0,1,4350
2021-06-15 07:19:19,66,Male,18,48,59,laptop,ay9,12.0,1,4787
2021-12-01 13:47:38,180,Male,35,93,90,laptop,kz,14.0,1,140
2021-01-09 01:30:19,33,Male,53,33,4,laptop,j3,12.0,3,1396
2021-10-02 14:14:10,64,Female,54,47,59,laptop,k12,17.0,1,572
2021-02-07 10:54:25,198,Male,32,126,74,laptop,j3,15.0,2,4297
2021-06-04 19:00:41,199,Male,32,137,18,laptop,j3,12.0,3,4394
2021-02-23 12:08:19,18,Male,20,21,66,laptop,ay9,12.0,1,490
2021-08-20 23:18:58,121,Male,27,67,56,laptop,j3,12.0,4,4850
2021-08-09 10:07:18,73,Female,60,50,49,laptop,c6,14.0,4,1143
2021-11-21 07:14:23,183,Male,46,98,15,laptop,jl3,12.0,3,882
2021-12-22 17:44:05,19,Male,52,23,29,laptop,k12,17.0,4,1513
2021-03-04 23:38:50,155,Female,47,78,16,laptop,ay9,15.0,2,1666
2021-04-19 10:39:56,83,Male,67,54,41,laptop,ki2,14.0,3,3329
2021-03-15 04:43:21,131,Male,47,71,9,laptop,c6,12.0,5,3527
2021-11-11 21:43:05,111,Male,65,63,52,smart phone,xm23,5.5,3,1611
2021-03-09 18:13:25,111,Male,65,63,52,laptop,qw2,12.0,3,1336
2021-02-23 07:18:38,7,Female,35,18,6,laptop,ay9,15.0,4,4270
2021-03-13 23:36:26,143,Female,28,76,40,laptop,ay9,12.0,2,3096
2021-08-03 12:15:43,179,Male,59,93,14,laptop,zeta,14.0,1,2838
2021-07-12 04:39:22,113,Female,38,64,42,laptop,jl3,15.0,3,1646
2021-10-04 23:35:03,185,Female,41,99,39,laptop,c6,14.0,5,1374
2021-05-30 06:16:03,51,Female,49,42,52,laptop,ki2,12.0,3,4698
2021-12-30 16:06:20,6,Female,22,17,76,laptop,kz,17.0,2,2560
2021-02-22 01:58:42,147,Male,48,77,36,laptop,ay9,15.0,3,280
